"seqno","market","sales","profit","sector","emp","avgsal","avgtenure","kospi","kosdaq"
1157,"kospi",64.376,2.366,"Chem",159,34.711,11.07,1,0
1158,"kospi",127.186,0.576,"Others",174,34.675,8.02,1,0
1159,"kosdaq",108.804,-4.01,"ElecElectron",491,34.675,3,0,1
1160,"kosdaq",187.942,3.926,"Steel",352,34.616,8.08,0,1
1161,"kosdaq",6.078,2.507,"Service",161,34.605,2.02,0,1
1162,"kosdaq",47.487,5.172,"ElecElectron",196,34.592,2.06,0,1
1163,"kosdaq",62.241,12.611,"Service",288,34.572,2.08,0,1
1164,"kosdaq",32.792,-11.091,"MedPrec",175,34.548,6.09,0,1
1165,"kosdaq",249.583,-0.65,"ElecElectron",471,34.517,5.02,0,1
1166,"kosdaq",94.726,-0.194,"Machinary",284,34.51,5,0,1
1167,"kospi",232.61,9.57,"ElecElectron",909,34.488,9,1,0
1168,"kosdaq",48.813,1.227,"ElecElectron",216,34.473,3.06,0,1
1169,"kosdaq",3.667,-19.147,"ElecElectron",34,34.471,4.04,0,1
1170,"kosdaq",239.382,10.14,"Chem",385,34.471,5.04,0,1
1171,"kosdaq",65.583,3.499,"Service",52,34.448,2.06,0,1
1172,"kosdaq",35.988,3.228,"ElecElectron",140,34.439,3.02,0,1
1173,"kosdaq",27.858,0.519,"Food",37,34.436,6.05,0,1
1174,"kosdaq",114.908,3.509,"Food",331,34.42,7.07,0,1
1175,"kosdaq",52.49,-8.123,"Pharm",319,34.417,3.06,0,1
1176,"kosdaq",133.928,4.204,"TranspEquip",408,34.385,4.08,0,1
1177,"kospi",218.8,15.215,"Service",834,34.371,7.09,1,0
1178,"kospi",81.381,1.29,"ElecElectron",348,34.371,5,1,0
1179,"kosdaq",57.479,5.851,"ElecElectron",95,34.37,7.04,0,1
1180,"kosdaq",12.695,-1.493,"TextileCloth",31,34.355,5.01,0,1
1181,"kosdaq",18.312,-6.867,"Service",142,34.345,3.05,0,1
1182,"kospi",221.952,29.4,"PaperWood",304,34.293,4.08,1,0
1183,"kosdaq",70.515,2.049,"Service",130,34.291,3.03,0,1
1184,"kospi",53.706,0.587,"ElecElectron",161,34.29,5.05,1,0
1185,"kosdaq",27.175,0.469,"Chem",162,34.243,3.1,0,1
1186,"kospi",301.225,-11.936,"TranspEquip",449,34.225,4.09,1,0
1187,"kosdaq",254.479,25.117,"ElecElectron",527,34.22,6,0,1
1188,"kospi",138.834,-3.572,"Machinary",253,34.219,3,1,0
1189,"kospi",158.007,4.652,"TextileCloth",242,34.168,6,1,0
1190,"kosdaq",94.176,4.871,"Chem",358,34.162,7,0,1
1191,"kosdaq",236.825,10.287,"ElecElectron",305,34.161,1.05,0,1
1192,"kosdaq",179.995,7.921,"ElecElectron",732,34.145,3.01,0,1
1193,"kosdaq",47.494,-3.041,"ElecElectron",53,34.113,1.09,0,1
1194,"kospi",4.344,13.114,"Service",72,34.097,4,1,0
1195,"kosdaq",104.829,1.064,"Steel",189,34.078,6.02,0,1
1196,"kosdaq",46.96,3.699,"Service",442,34.041,2.03,0,1
1197,"kospi",2492.867,71.864,"Warehouse",4094,34.031,10.03,1,0
1198,"kosdaq",31.629,-1.87,"Distn",131,34.025,1.08,0,1
1199,"kosdaq",30.812,0.868,"ElecElectron",86,34.02,6.02,0,1
1200,"kosdaq",13.561,-6.418,"MedPrec",88,34.011,2.09,0,1
1201,"kospi",888.657,2.366,"Machinary",667,34,5.02,1,0
1202,"kosdaq",96.563,7.275,"Pharm",502,34,6.02,0,1
1203,"kospi",373.313,16.373,"Service",354,33.993,4.05,1,0
1204,"kosdaq",170.145,2.069,"ElecElectron",115,33.959,3.04,0,1
1205,"kosdaq",15.071,-7.131,"Warehouse",41,33.926,2.03,0,1
1206,"kosdaq",86.994,0.291,"ElecElectron",197,33.888,6,0,1
1207,"kosdaq",256.21,7.283,"Steel",66,33.875,6.04,0,1
1208,"kosdaq",65.451,1.25,"TranspEquip",216,33.874,6.09,0,1
1209,"kospi",191.205,-12.229,"PaperWood",336,33.874,8.08,1,0
1210,"kospi",47.286,-3.132,"Pharm",232,33.846,5.03,1,0
1211,"kospi",238.806,4.658,"Steel",203,33.778,8.07,1,0
1212,"kosdaq",25.147,5.999,"Pharm",80,33.763,4.04,0,1
1213,"kosdaq",129.664,4.52,"ElecElectron",158,33.744,5.08,0,1
1214,"kospi",211.28,35.972,"Food",343,33.741,5.01,1,0
1215,"kosdaq",32.281,-4.562,"ElecElectron",115,33.723,4.05,0,1
1216,"kosdaq",133.333,0.526,"Machinary",553,33.712,5.07,0,1
1217,"kospi",99.832,-75.021,"Steel",157,33.692,6.02,1,0
1218,"kosdaq",21.788,4.443,"Service",128,33.687,3.04,0,1
1219,"kosdaq",80.462,7.971,"NonMetal",323,33.674,5.03,0,1
1220,"kospi",96.207,7.869,"Food",141,33.637,8.02,1,0
1221,"kospi",820.657,5.837,"Food",2367,33.576,6.02,1,0
1222,"kospi",117.04,-1.649,"Chem",225,33.573,8.03,1,0
1223,"kosdaq",859.496,-11.312,"Constr",1104,33.571,4.07,0,1
1224,"kosdaq",27.13,0.519,"Service",73,33.561,8.02,0,1
1225,"kosdaq",46.377,5.103,"Pharm",217,33.56,3.04,0,1
1226,"kosdaq",85.715,0.206,"Warehouse",132,33.553,21.07,0,1
1227,"kospi",10939.021,307.327,"Distn",16340,33.487,5.09,1,0
1228,"kosdaq",15.71,-4.468,"Steel",41,33.463,4,0,1
1229,"kosdaq",52.484,3.157,"Service",224,33.42,3.08,0,1
1230,"kospi",418.238,15.24,"Food",1517,33.369,7.02,1,0
1231,"kosdaq",257.359,-6.259,"ElecElectron",1203,33.364,3,0,1
1232,"kosdaq",241.444,7.93,"ElecElectron",536,33.354,5.09,0,1
1233,"kosdaq",49.028,-19.257,"Chem",80,33.345,6.04,0,1
1234,"kospi",30.023,-9.202,"Chem",136,33.316,10.03,1,0
1235,"kosdaq",25.544,3.057,"TranspEquip",113,33.299,5,0,1
1236,"kospi",143.573,-0.545,"ElecElectron",185,33.298,5.09,1,0
1237,"kospi",161.584,3.789,"TextileCloth",294,33.284,6.05,1,0
1238,"kospi",1106.796,104.13,"Steel",555,33.259,7.04,1,0
1239,"kosdaq",10.49,-14.417,"Service",63,33.254,3.03,0,1
1240,"kospi",16121.838,1018.215,"Distn",24976,33.236,3.08,1,0
1241,"kosdaq",115.892,7.204,"Chem",159,33.233,5.06,0,1
1242,"kosdaq",37.145,2.527,"Pharm",217,33.212,5.11,0,1
1243,"kosdaq",10.573,1.32,"PaperWood",38,33.211,4.07,0,1
1244,"kosdaq",32.648,0.191,"Service",145,33.193,4.08,0,1
1245,"kospi",38.557,1.31,"Food",147,33.18,4.08,1,0
1246,"kosdaq",21.209,-21.511,"Constr",44,33.108,4.05,0,1
1247,"kosdaq",86.441,1.783,"Distn",111,33.091,7.04,0,1
1248,"kospi",375.907,9.772,"TranspEquip",443,33.062,6.04,1,0
1249,"kospi",76.69,0.343,"PaperWood",232,33.06,3.07,1,0
1250,"kosdaq",123.48,5.561,"Chem",275,33.029,6.02,0,1
1251,"kosdaq",59.389,20.527,"Service",534,33.026,2.02,0,1
1252,"kospi",26.585,-17.04,"Constr",71,33.017,2.09,1,0
1253,"kosdaq",6.252,-2.237,"Service",77,33.013,1.09,0,1
1254,"kosdaq",13.274,-24.827,"Constr",69,33,4.01,0,1
1255,"kosdaq",13.11,-3.175,"Service",127,33,4.05,0,1
1256,"kosdaq",44.471,-3.89,"ElecElectron",908,33,3,0,1
1257,"kosdaq",222.153,6.217,"Steel",116,33,6.01,0,1
1258,"kosdaq",19.263,4.372,"Pharm",117,32.983,6.06,0,1
1259,"kospi",378.399,-3.556,"Food",629,32.964,8.03,1,0
1260,"kosdaq",85.391,28.012,"ElecElectron",203,32.951,1.07,0,1
1261,"kosdaq",46.48,-0.822,"Constr",75,32.946,2.09,0,1
1262,"kosdaq",148.141,4.026,"Constr",157,32.936,4.04,0,1
1263,"kosdaq",46.079,2.393,"Steel",101,32.9,2.05,0,1
1264,"kosdaq",138.319,-4.676,"Steel",165,32.891,3.1,0,1
1265,"kosdaq",63.293,-0.671,"Distn",43,32.884,4,0,1
1266,"kospi",47.333,0.691,"ElecElectron",142,32.873,8.08,1,0
1267,"kosdaq",87.384,4.132,"MedPrec",218,32.855,4.03,0,1
1268,"kosdaq",45.614,-0.076,"ElecElectron",111,32.843,5.09,0,1
1269,"kosdaq",38.779,-0.425,"Machinary",163,32.792,7.01,0,1
1270,"kospi",930.98,67.746,"Pharm",291,32.787,7.1,1,0
1271,"kosdaq",102.124,-16.49,"Chem",291,32.787,7.1,0,1
1272,"kospi",664.525,72.745,"Service",1076,32.781,4.01,1,0
1273,"kosdaq",65.304,4.709,"Chem",178,32.761,,0,1
1274,"kospi",160.506,-5.1,"Distn",264,32.752,4.04,1,0
1275,"kosdaq",3.392,-1.434,"Service",41,32.739,3.1,0,1
1276,"kospi",81.371,-12.61,"ElecElectron",170,32.71,8.02,1,0
1277,"kosdaq",148.095,0.54,"TranspEquip",241,32.692,3.07,0,1
1278,"kosdaq",33.526,2.16,"Service",83,32.683,2.08,0,1
1279,"kosdaq",20.823,2.625,"MedPrec",150,32.673,2.09,0,1
1280,"kosdaq",110.959,0.49,"Steel",343,32.635,5.08,0,1
1281,"kosdaq",5.633,2.752,"Service",156,32.634,5,0,1
1282,"kospi",5.883,-4.935,"Service",30,32.631,5.08,1,0
1283,"kosdaq",247.295,8.483,"Steel",144,32.625,3.06,0,1
1284,"kosdaq",21.429,-1.869,"ElecElectron",200,32.624,2.08,0,1
1285,"kosdaq",20.374,-14.165,"ElecElectron",212,32.607,2.02,0,1
1286,"kosdaq",341.302,19.285,"ElecElectron",488,32.598,2.02,0,1
1287,"kosdaq",423.218,5.145,"ElecElectron",294,32.592,4.05,0,1
1288,"kosdaq",71.758,3.284,"Distn",119,32.572,4.06,0,1
1289,"kosdaq",388.47,-8.071,"ElecElectron",1305,32.558,3.03,0,1
1290,"kosdaq",159.316,2.245,"ElecElectron",273,32.556,2.09,0,1
1291,"kosdaq",44.178,0.517,"Distn",236,32.54,4.01,0,1
1292,"kosdaq",176.715,3.612,"Distn",370,32.532,2.04,0,1
1293,"kospi",53.459,6.426,"Chem",76,32.529,8,1,0
1294,"kosdaq",132.787,17.26,"Service",930,32.503,5.09,0,1
1295,"kosdaq",293.665,17.05,"ElecElectron",227,32.502,3.02,0,1
1296,"kosdaq",9.022,-13.595,"Distn",50,32.46,6.02,0,1
1297,"kospi",31.27,-6.279,"Chem",98,32.457,7.11,1,0
1298,"kosdaq",39.808,-11.76,"TranspEquip",209,32.435,12,0,1
1299,"kosdaq",1759.771,9.307,"Distn",1497,32.411,3.09,0,1
1300,"kosdaq",28.641,-7.342,"MedPrec",77,32.4,5.02,0,1
1301,"kosdaq",79.762,0.64,"ElecElectron",233,32.363,2.08,0,1
1302,"kosdaq",22.132,-0.579,"Machinary",97,32.357,5.06,0,1
1303,"kosdaq",75.537,0.258,"ElecElectron",307,32.349,7.01,0,1
1304,"kospi",10.812,-2.493,"Others",40,32.313,4,1,0
1305,"kosdaq",3.876,-1.407,"Pharm",31,32.307,2.06,0,1
1306,"kospi",54.999,3.944,"TextileCloth",25,32.306,5.06,1,0
1307,"kospi",1191.224,18.552,"Food",1881,32.297,6.08,1,0
1308,"kospi",17.774,-6.793,"Service",207,32.269,10.05,1,0
1309,"kospi",147.375,0.127,"ElecElectron",606,32.255,8.09,1,0
1310,"kosdaq",45.177,4.013,"NonMetal",159,32.25,8.08,0,1
1311,"kosdaq",20.004,-2.336,"Steel",60,32.223,5.02,0,1
1312,"kosdaq",17.465,3.38,"ElecElectron",89,32.213,3.09,0,1
1313,"kospi",20.21,-0.578,"ElecElectron",139,32.199,9,1,0
1314,"kosdaq",83.265,3.435,"ElecElectron",154,32.171,7.04,0,1
1315,"kosdaq",16.332,0.446,"Pharm",132,32.147,11.01,0,1
1316,"kosdaq",66.318,8.947,"MedPrec",384,32.141,3.02,0,1
1317,"kosdaq",11.756,-20.329,"Machinary",55,32.116,4.06,0,1
1318,"kospi",84.581,3.192,"Pharm",296,32.057,6.04,1,0
1319,"kosdaq",383.024,4.62,"ElecElectron",339,32.056,8,0,1
1320,"kosdaq",79.364,1.916,"Chem",371,32.033,5.04,0,1
1321,"kosdaq",24.801,5.792,"Service",217,32.026,2.09,0,1
1322,"kosdaq",72.252,0.97,"ElecElectron",279,31.98,3.11,0,1
1323,"kosdaq",91.874,7.39,"Chem",344,31.977,5.07,0,1
1324,"kosdaq",40.948,3.151,"Machinary",105,31.967,2.04,0,1
1325,"kosdaq",89.295,8.631,"Service",803,31.954,2.01,0,1
1326,"kosdaq",7.392,0.042,"PaperWood",48,31.926,3.06,0,1
1327,"kosdaq",30.239,-2.001,"Service",131,31.901,2.05,0,1
1329,"kosdaq",66.68,6.454,"ElecElectron",391,31.879,2.03,0,1
1330,"kospi",19.873,-6.418,"ElecElectron",85,31.863,8.01,1,0
1331,"kosdaq",8.323,-6.477,"Distn",9,31.849,1.09,0,1
1332,"kosdaq",45.397,0.446,"TextileCloth",39,31.843,3.03,0,1
1333,"kosdaq",94.321,3.093,"ElecElectron",223,31.816,2.08,0,1
1334,"kosdaq",104.113,-8.07,"Chem",237,31.807,3.07,0,1
1335,"kosdaq",66.216,5.124,"TranspEquip",197,31.773,8.02,0,1
1336,"kosdaq",10.038,0.27,"Service",46,31.765,3.01,0,1
1337,"kosdaq",25.635,2.561,"ElecElectron",122,31.76,3.04,0,1
1338,"kospi",122.977,17.668,"Service",592,31.758,2.03,1,0
1339,"kospi",443.279,17.002,"Others",954,31.738,3.02,1,0
1340,"kospi",251.656,8.216,"Distn",386,31.712,1.06,1,0
1341,"kosdaq",85.155,0.699,"ElecElectron",113,31.708,7.1,0,1
1342,"kosdaq",12.427,-3.15,"Service",47,31.703,2.09,0,1
1343,"kosdaq",76.33,1.078,"ElecElectron",705,31.687,4.09,0,1
1344,"kosdaq",50.001,-6.73,"ElecElectron",121,31.686,5.05,0,1
1345,"kosdaq",40.762,0.849,"ElecElectron",95,31.685,5.06,0,1
1346,"kosdaq",187.087,7.305,"Steel",286,31.658,,0,1
1347,"kosdaq",116.548,6.653,"PaperWood",218,31.549,5.09,0,1
1348,"kospi",131.917,4.042,"TranspEquip",355,31.532,6.01,1,0
1349,"kosdaq",92.063,1.934,"ElecElectron",207,31.462,4.03,0,1
1350,"kosdaq",107.741,1.299,"ElecElectron",133,31.444,3,0,1
1351,"kospi",163.282,9.331,"Machinary",450,31.431,6,1,0
1352,"kosdaq",113.761,1.227,"ElecElectron",348,31.426,2.05,0,1
1353,"kosdaq",35.351,-2.487,"Distn",11,31.416,1.08,0,1
1354,"kosdaq",176.864,34.345,"PaperWood",526,31.414,7.09,0,1
1355,"kosdaq",33.488,0.797,"TranspEquip",106,31.406,7.07,0,1
1356,"kosdaq",855.27,9.053,"ElecElectron",1328,31.36,3.07,0,1
1357,"kosdaq",96.579,3.594,"Food",142,31.347,7.01,0,1
1358,"kosdaq",27.185,-2.575,"ElecElectron",117,31.315,2.04,0,1
1359,"kosdaq",203.597,3.433,"TranspEquip",300,31.311,3.04,0,1
1360,"kosdaq",91.077,10.655,"ElecElectron",253,31.301,2.04,0,1
1361,"kosdaq",42.894,-0.234,"Service",185,31.292,3.06,0,1
1362,"kospi",194.248,11.249,"TextileCloth",930,31.255,7,1,0
1363,"kosdaq",9.689,-2.553,"Service",88,31.227,3.02,0,1
1364,"kosdaq",18.533,2.121,"Distn",47,31.195,4,0,1
1365,"kosdaq",42.951,-6.518,"Steel",85,31.186,3.02,0,1
1366,"kosdaq",10.058,-2.911,"Service",113,31.167,5,0,1
1367,"kosdaq",249.58,-8.42,"Chem",386,31.138,4.02,0,1
1368,"kosdaq",31.461,3.116,"Steel",64,31.135,7.02,0,1
1369,"kosdaq",16.583,-10.482,"Service",201,31.133,3.05,0,1
1370,"kosdaq",23.584,-5.144,"MedPrec",107,31.113,3.07,0,1
1371,"kosdaq",31.277,3.013,"ElecElectron",110,31.103,6.01,0,1
1372,"kosdaq",52.669,1.711,"ElecElectron",102,31.1,3.05,0,1
1373,"kosdaq",24.144,0.057,"TranspEquip",94,31.098,7.04,0,1
1374,"kosdaq",79.422,3.102,"TranspEquip",218,31.072,4.08,0,1
1375,"kospi",391.377,34.122,"PaperWood",742,31.062,8,1,0
1376,"kosdaq",76.59,-5.617,"Machinary",263,31.057,6,0,1
1377,"kospi",121.931,-30.955,"TextileCloth",535,31.039,2.01,1,0
1378,"kosdaq",48.685,-9.031,"Pharm",212,31.038,3.05,0,1
1379,"kosdaq",101.729,-4.473,"ElecElectron",179,31.022,7.07,0,1
1380,"kosdaq",23.644,-1.347,"Chem",133,31.005,3.1,0,1
1381,"kospi",87.036,-180.572,"Constr",103,31,4.02,1,0
1382,"kosdaq",40.553,-0.768,"Service",495,31,3.03,0,1
1383,"kospi",10.053,-5.697,"Distn",19,31,3.03,1,0
1384,"kospi",376.918,-147.196,"ElecElectron",822,31,2.07,1,0
1385,"kosdaq",20.128,-5.458,"Pharm",279,31,4.04,0,1
1386,"kosdaq",73.294,1.169,"Steel",123,31,5,0,1
1387,"kosdaq",96.603,0.43,"ElecElectron",471,30.988,3.02,0,1
1388,"kospi",215.611,13.61,"Chem",411,30.982,4.11,1,0
1389,"kosdaq",40.407,-15.113,"ElecElectron",132,30.977,4.06,0,1
1390,"kospi",259.439,-9.614,"TextileCloth",620,30.968,8,1,0
1391,"kosdaq",78.82,8.955,"Service",264,30.932,3.06,0,1
1392,"kosdaq",37.559,0.132,"Service",35,30.893,2.07,0,1
1393,"kospi",4502.005,123.167,"Distn",4453,30.879,4.05,1,0
1394,"kosdaq",70.546,2.565,"Machinary",216,30.87,5.02,0,1
1395,"kosdaq",80.931,-5.881,"Constr",226,30.837,4,0,1
1396,"kosdaq",20.984,0.272,"Pharm",116,30.813,6.07,0,1
1397,"kospi",50.422,-5.715,"TextileCloth",140,30.793,7.06,1,0
1398,"kosdaq",18.433,-4.84,"Service",155,30.778,3,0,1
1399,"kosdaq",76.417,1.302,"ElecElectron",250,30.712,5.09,0,1
1400,"kosdaq",28.549,-0.984,"Service",370,30.674,3.03,0,1
1401,"kosdaq",35.082,6.914,"ElecElectron",131,30.659,2,0,1
1402,"kospi",37.68,7.967,"Service",95,30.656,4.07,1,0
1403,"kosdaq",56.67,-4.918,"Pharm",241,30.653,4.08,0,1
1404,"kosdaq",61.278,-1.864,"TextileCloth",165,30.64,3.03,0,1
1405,"kospi",21.694,1.395,"Chem",48,30.627,10,1,0
1406,"kosdaq",65.57,-1.125,"TextileCloth",180,30.594,5,0,1
1407,"kosdaq",48.01,-5.529,"Pharm",209,30.589,4.07,0,1
1408,"kosdaq",747.582,4.775,"Food",1976,30.584,6.09,0,1
1409,"kosdaq",20.846,-7.992,"Chem",76,30.583,12.05,0,1
1410,"kosdaq",182.087,1.714,"ElecElectron",539,30.573,2.04,0,1
1411,"kosdaq",15.064,-8.474,"Service",251,30.559,2.07,0,1
1412,"kosdaq",95.55,-39,"ElecElectron",560,30.547,2.09,0,1
1413,"kosdaq",254.704,18.528,"Steel",1194,30.547,4.04,0,1
1414,"kosdaq",5.608,-2.064,"Service",31,30.546,2.08,0,1
1415,"kospi",171.003,8.749,"Chem",274,30.54,8.07,1,0
1416,"kosdaq",31.847,-3.324,"ElecElectron",82,30.537,4,0,1
1417,"kosdaq",16.587,9.985,"Service",66,30.485,2.01,0,1
1418,"kosdaq",13.473,-11.557,"Pharm",55,30.473,3.04,0,1
1419,"kosdaq",87.706,3.519,"ElecElectron",244,30.468,5.01,0,1
1420,"kosdaq",302.63,20.229,"ElecElectron",905,30.449,2.01,0,1
1421,"kosdaq",47.749,5.013,"ElecElectron",260,30.417,8.05,0,1
1422,"kosdaq",275.376,19.01,"ElecElectron",326,30.408,4.01,0,1
1423,"kosdaq",24.353,-8.873,"Machinary",32,30.398,1,0,1
1424,"kosdaq",23.868,1.729,"TranspEquip",129,30.332,5.08,0,1
1425,"kosdaq",70.099,1.28,"Food",235,30.332,8.04,0,1
1426,"kosdaq",51.982,-2.125,"ElecElectron",285,30.331,6.02,0,1
1427,"kosdaq",137.705,5.073,"ElecElectron",413,30.31,3.08,0,1
1428,"kosdaq",6.402,0.506,"Distn",9,30.295,3,0,1
1429,"kosdaq",3.888,-4.636,"Service",50,30.272,4.05,0,1
1430,"kosdaq",175.877,15.737,"ElecElectron",545,30.26,4.01,0,1
1431,"kospi",315.256,5.926,"Food",1271,30.254,9.08,1,0
1432,"kospi",351.262,10.12,"Constr",538,30.253,11.02,1,0
1433,"kosdaq",18.847,2.469,"ElecElectron",193,30.236,3.02,0,1
1434,"kosdaq",168.56,37.177,"Service",256,30.213,3.07,0,1
1435,"kosdaq",36.868,1.026,"Pharm",68,30.206,5.07,0,1
1436,"kosdaq",76.575,2.772,"Machinary",105,30.19,4.05,0,1
1437,"kospi",15.735,-31.511,"ElecElectron",65,30.108,5.08,1,0
1438,"kosdaq",117.695,1.084,"ElecElectron",200,30.075,2.01,0,1
1439,"kosdaq",109.787,0.662,"Distn",329,30.055,5.06,0,1
1440,"kosdaq",77.381,-1.233,"ElecElectron",216,30.008,5.01,0,1
1441,"kosdaq",60.211,6.907,"Service",363,30,3,0,1
1442,"kosdaq",18.666,3.916,"Steel",94,29.989,11,0,1
1443,"kosdaq",14.707,-3.115,"Service",24,29.988,4,0,1
1444,"kosdaq",71.459,3.866,"ElecElectron",157,29.949,2.04,0,1
1445,"kospi",20.029,0.551,"Pharm",57,29.947,3.09,1,0
1446,"kosdaq",20.042,3.593,"Pharm",95,29.936,4.05,0,1
1447,"kosdaq",54.245,2.419,"ElecElectron",193,29.887,2.05,0,1
1448,"kosdaq",57.969,-6.482,"ElecElectron",190,29.867,3.06,0,1
1449,"kosdaq",222.39,-1.311,"ElecElectron",122,29.866,3.09,0,1
1450,"kosdaq",179.322,4.734,"ElecElectron",569,29.859,2.11,0,1
1451,"kospi",21.443,0.572,"ElecElectron",14,29.841,6.04,1,0
1452,"kosdaq",75.102,10.465,"ElecElectron",330,29.827,3.01,0,1
1453,"kosdaq",13.209,-8.379,"Service",64,29.81,0.11,0,1
1454,"kosdaq",42.218,2.894,"Machinary",186,29.794,3.09,0,1
1455,"kosdaq",67.029,3.649,"Steel",378,29.794,9.09,0,1
1456,"kosdaq",30.361,1,"Machinary",128,29.716,3.04,0,1
1457,"kospi",8.97,8.515,"Service",2,29.705,2.09,1,0
1458,"kosdaq",180.03,11.377,"ElecElectron",1037,29.693,3.08,0,1
1459,"kosdaq",23.035,0.644,"MedPrec",93,29.691,2.06,0,1
1460,"kosdaq",25.953,0.381,"MedPrec",89,29.681,5.05,0,1
1461,"kospi",261.36,2.081,"Steel",212,29.662,3.08,1,0
1462,"kospi",281.986,10.798,"Food",285,29.639,5.06,1,0
1463,"kosdaq",29.804,-4.146,"ElecElectron",183,29.587,3.01,0,1
1464,"kosdaq",214.253,2.388,"Food",355,29.584,3.09,0,1
1465,"kosdaq",47.289,1.418,"PaperWood",318,29.554,4.03,0,1
1466,"kosdaq",118.037,7.492,"ElecElectron",292,29.452,3.02,0,1
1467,"kosdaq",40.303,0.005,"Pharm",243,29.391,7.06,0,1
1468,"kosdaq",8.266,-0.176,"Distn",10,29.332,1.09,0,1
1469,"kosdaq",29.877,-2.138,"Distn",52,29.212,17.08,0,1
1470,"kosdaq",8.833,-2.149,"Distn",25,29.198,3.08,0,1
1471,"kospi",259.176,29.962,"Service",1861,29.137,4.09,1,0
1472,"kosdaq",50.06,0.406,"Machinary",103,29.136,3.08,0,1
1473,"kosdaq",46.936,7.539,"Machinary",196,29.092,3.09,0,1
1474,"kosdaq",19.573,0.18,"Distn",4,29.087,3.01,0,1
1475,"kospi",195.975,7.513,"TextileCloth",241,29.075,10.03,1,0
1476,"kosdaq",106.31,-1.679,"Distn",147,29.054,5.02,0,1
1477,"kosdaq",46.586,5.347,"ElecElectron",151,29,4.08,0,1
1478,"kosdaq",58.003,12.449,"ElecElectron",241,28.994,2.01,0,1
1479,"kospi",89.351,4.497,"TranspEquip",355,28.987,10.07,1,0
1480,"kosdaq",69.651,-4.926,"PaperWood",118,28.975,6,0,1
1481,"kospi",410.243,35.634,"Chem",968,28.917,3.03,1,0
1482,"kosdaq",71.589,14.499,"ElecElectron",342,28.904,4.04,0,1
1483,"kospi",155.612,-64.679,"ElecElectron",360,28.9,2,1,0
1484,"kosdaq",8.884,0.138,"ElecElectron",20,28.866,2.09,0,1
1485,"kosdaq",120.72,8.39,"TextileCloth",155,28.845,2.07,0,1
1486,"kosdaq",392.729,3.379,"Distn",507,28.827,2.01,0,1
1488,"kosdaq",34.981,4.314,"Machinary",233,28.788,2.06,0,1
1489,"kosdaq",18.34,-10.217,"ElecElectron",58,28.759,2.04,0,1
1490,"kospi",189.96,-7.35,"Machinary",189,28.732,3.01,1,0
1491,"kosdaq",92.395,1.387,"MedPrec",263,28.671,3.05,0,1
1492,"kosdaq",98.544,1.39,"ElecElectron",367,28.607,2.04,0,1
1493,"kospi",93.146,-9.575,"TextileCloth",238,28.592,5.04,1,0
1494,"kospi",195.41,3.381,"TextileCloth",789,28.55,4.06,1,0
1495,"kosdaq",44.568,3.719,"TranspEquip",140,28.55,3.05,0,1
1496,"kosdaq",5.656,-8.787,"Distn",83,28.531,1.02,0,1
1497,"kospi",131.602,12.955,"Machinary",198,28.525,6.09,1,0
1498,"kosdaq",42.589,4.723,"ElecElectron",225,28.514,2.09,0,1
1499,"kosdaq",34.688,0.346,"Chem",87,28.509,4.09,0,1
1500,"kosdaq",61.844,4.84,"Chem",109,28.501,4,0,1
1501,"kospi",28.226,2.727,"Chem",56,28.477,9.08,1,0
1502,"kosdaq",30.407,0.228,"TranspEquip",57,28.472,3.11,0,1
1503,"kosdaq",78.179,5.462,"Machinary",204,28.45,4.07,0,1
1504,"kosdaq",40.95,0.3,"Distn",109,28.45,8,0,1
1505,"kospi",148.451,3.018,"TextileCloth",452,28.385,5.09,1,0
1506,"kosdaq",30.901,-23.984,"ElecElectron",187,28.341,2.08,0,1
1507,"kospi",34.979,1.21,"Distn",25,28.331,5.03,1,0
1508,"kosdaq",220.378,-11.268,"Steel",269,28.325,5,0,1
1509,"kospi",159.021,3.395,"Service",329,28.315,3.02,1,0
1510,"kosdaq",216.472,3.69,"TranspEquip",391,28.185,8.06,0,1
1511,"kosdaq",225.569,12.802,"ElecElectron",550,28.101,2.05,0,1
1512,"kosdaq",82.05,1.019,"Service",1833,28.077,2.05,0,1
1513,"kosdaq",42.955,0.923,"Service",208,28.063,1.1,0,1
1514,"kosdaq",22.071,1.831,"Chem",145,28.063,7.03,0,1
1515,"kosdaq",43.432,8.173,"ElecElectron",252,28.059,6.05,0,1
1516,"kosdaq",585.243,61.118,"Chem",1230,28.003,4,0,1
1517,"kospi",162.019,7.842,"Distn",428,28,8.11,1,0
1518,"kosdaq",111.297,9.547,"MedPrec",380,28,4,0,1
1519,"kosdaq",135.59,16.084,"ElecElectron",243,28,3.07,0,1
1520,"kosdaq",79.301,0.625,"TranspEquip",90,27.988,6.06,0,1
1521,"kosdaq",5.285,-5.124,"Distn",22,27.977,2.01,0,1
1522,"kosdaq",70.411,1.616,"ElecElectron",318,27.954,3.06,0,1
1523,"kospi",99.389,-8.53,"TextileCloth",208,27.941,5.05,1,0
1524,"kospi",19.319,12.824,"Finance",79,27.903,3.09,1,0
1525,"kospi",1652.592,61.833,"Food",3145,27.82,7.07,1,0
1526,"kosdaq",10.386,0.557,"Distn",25,27.755,2.09,0,1
1527,"kosdaq",124.352,3.673,"Service",550,27.716,4.06,0,1
1528,"kosdaq",94.175,4.175,"Chem",131,27.716,3.1,0,1
